Width,Height,Die #,New Die ID Format,# Per Page,Description,Shape,Corner,# Per Stroke,Strokes Per Page,Image,Prodcut Type,Cutter
5.73,2.76,P2765,P2765,9,Custom Shape Van,,NA,3,3,#N/A,Magnets,Preco
2.84,2.13,P2766,P2766,24,Custom Shape,,NA,4,6,#N/A,Magnets,Preco
3.8125,2.9375,P2767,P2767,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
4.9624,3.1836,P2768,P2768,10,Custom Shape,,NA,2,5,#N/A,Magnets,Preco
3.0501,2.4943,P2769,P2769,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
6,2.25,P2770,P2770,12,Custom Van Shape,,NA,4,3,#N/A,Magnets,Preco
3,3,P2771,P2771,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
3.7574,3.6082,P2772,P2772,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
2.5,1.44,P2773,P2773,42,Oval Shape,Oval,NA,6,7,#N/A,Magnets,Preco
4.7,1.75,P2774,P2774,18,Rectangle,,Round,2,9,#N/A,Magnets,Preco
2.7856,2.633,P2775,P2775,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
2.5,2.5,P2776,P2776,24,Punch hole,,Square,4,6,#N/A,Magnets,Preco
5.5,7.25,P2777,P2777,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
3.05,2.2592,P2778,P2778,21,Custom Shape,,NA,3,7,#N/A,Magnets,Preco
5,2.375,P2779,P2779,12,Rectangle,,Round,4,3,#N/A,Magnets,Preco
3.25,3.25,P2780,P2780,15,Rectangle,,Round,3,5,https://media.magnetguys.com/diecut_proof/D__P2780__3.25-x-3.25_P2780_TMG23022806_Round-Corner.jpg,Magnets,Preco
2.9466,4.6825,P2781,P2781,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
2.19,5.45,P2782,P2782,15,Tall dessert glass Shape,Shaped,NA,5,3,#N/A,Magnets,Preco
2.72,5.12,P2783,P2783,9,Wine glass Shape,Shaped,NA,3,3,#N/A,Magnets,Preco
3.4,5.25,P2784,P2784,9,Palm?Tree Shape,Shaped,NA,3,3,#N/A,Magnets,Preco
4.21,3.28,P2785,P2785,12,Cigar + Ashtray Shape,Shaped,NA,3,4,#N/A,Magnets,Preco
3.43,2.2,P2786,P2786,20,Custom Shape,,NA,4,5,#N/A,Magnets,Preco
7.75,4.5,P2787,P2787,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
2.45,3.934,P2788,P2788,16,Paw Shape,Shaped,NA,4,4,#N/A,Magnets,Preco
4.2067,7.9977,P2789,P2789,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
5.86,4.66,P2790,P2790,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.9495,6.7473,P2791,P2791,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
6.7,3.5,P2792,P2792,6,Custom - Rectangle,,Round,3,2,#N/A,Magnets,Preco
5.7931,2.6792,P2793,P2793,9,Van Shape,,NA,3,3,#N/A,Magnets,Preco
4,9,P2794,P2794,4,Kisscut,,NA,1,4,#N/A,Magnets,Preco
2.47,4.5,P2795,P2795,12,Custom Dog Shape,,NA,4,3,#N/A,Magnets,Preco
4.5,4.25,P2796,P2796,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
3.8715,1.7976,P2797,P2797,20,Custom Shape Van,,NA,5,4,#N/A,Magnets,Preco
11.5,8,P2798,P2798,1,Custom Shape,,NA,1,1,#N/A,Magnets,Preco
2.5,3,P2799,P2799,24,Umbrella Shape,,NA,4,6,#N/A,Magnets,Preco
2.4974,2.3416,P2800,P2800,28,Custom Shape,,NA,4,7,#N/A,Magnets,Preco
4.78,5.68,P2801,P2801,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.942,1.7641,P2802,P2802,24,Gas Truck Shape,,NA,6,4,#N/A,Magnets,Preco
4.1204,3.3903,P2803,P2803,10,Custom Shape,,NA,2,5,#N/A,Magnets,Preco
2.2051,2.5,P2804,P2804,30,Custom Shape,,NA,5,6,#N/A,Magnets,Preco
5.98,6.71,P2805,P2805,3,Custom Shape - E,,NA,1,3,#N/A,Magnets,Preco
9.5,4,P2806,P2806,4,Rectangle,,Square,1,4,#N/A,Magnets,Preco
1.617,6.613,P2807,P2807,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
5.6205,4.9061,P2808,P2808,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.5,5.25,P2809,P2809,12,Truck Shape,,NA,4,3,#N/A,Magnets,Preco
3.4687,3.785,P2810,P2810,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4.38,1.81,P2811,P2811,20,Police car Shape,,NA,5,4,#N/A,Magnets,Preco
5,5,P2812,P2812,6,Custom Shape - Shield,,NA,2,3,#N/A,Magnets,Preco
3.8538,1.7576,P2813,P2813,24,Custom Shape,,NA,6,4,#N/A,Magnets,Preco
3,4,P2814,P2814,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
3.68,1.37,P2815,P2815,28,Bus Shape,,NA,7,4,#N/A,Magnets,Preco
5.9781,4.5705,P2816,P2816,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.0518,3.22,P2817,P2817,15,Hibiscus Shape,,NA,3,5,#N/A,Magnets,Preco
6.4101,4.3586,P2818,P2818,6,Turtle Shape,,NA,2,3,#N/A,Magnets,Preco
2.5037,4.7868,P2819,P2819,12,Pineapple Shape,,NA,4,3,#N/A,Magnets,Preco
2.8551,9.8,P2820,P2820,6,Custom Shape,,NA,1,6,#N/A,Magnets,Preco
2.25,3.25,P2821,P2821,21,Rectangle,,Round,3,7,https://media.magnetguys.com/diecut_proof/D__P2821__3.25-x-2.25_P2821_Round-corner.jpg,Magnets,Preco
4.215,2.375,P2822,P2822,16,Illinois Shape,,NA,8,2,#N/A,Magnets,Preco
4,2.186,P2823,P2823,16,Rectangle,,NA,4,4,#N/A,Magnets,Preco
4.1747,3.2227,P2824,P2824,15,Heart Shape,,NA,3,5,#N/A,Magnets,Preco
2.63,3.06,P2825,P2825,20,Trash Recycling Bin Shape,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P2825__2.63-x-3.06_P2825_CM4281_Trash-Recycling-Bin-Shape.jpg,Magnets,Preco
5.0701,4.6579,P2826,P2826,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.25,3,P2827,P2827,20,Tooth Shape,,NA,4,5,#N/A,Magnets,Preco
4.7591,5.7639,P2828,P2828,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.643,4.5,P2829,P2829,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4.4058,5.2453,P2830,P2830,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.4,3.2193,P2831,P2831,20,Custom Rectangle,Square,Square,4,5,#N/A,Magnets,Preco
6.6224,5.0227,P2832,P2832,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.251,4.5,P2833,P2833,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
9.75,11.05,P2834,P2834,1,Custom Shape,,NA,1,1,#N/A,Magnets,Preco
3.92,2.033,P2835,P2835,20,Custom Shape,,NA,5,4,#N/A,Magnets,Preco
1.8374,3.258,P2836,P2836,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
3.98,3.98,P2837,P2837,8,Custom Shape - Star,,NA,2,4,#N/A,Magnets,Preco
4.33,2.75,P2838,P2838,12,Custom Shape - House,,NA,2,6,#N/A,Magnets,Preco
2.9564,2.0072,P2839,P2839,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
5.125,7.875,P2840,P2840,4,Custom Shape - Square Corner,,NA,2,2,#N/A,Magnets,Preco
5,7.49,P2841,P2841,4,Custom Shape-House,,NA,2,2,#N/A,Magnets,Preco
4.25,7.25,P2842,P2842,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
4.825,4.901,P2843,P2843,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.25,3,P2844,P2844,20,Recycle Shape,,NA,4,5,#N/A,Magnets,Preco
2.178,4.237,P2845,P2845,16,Gas Cylinder Shape,Shaped,NA,4,4,#N/A,Magnets,Preco
3.14,1.4,P2846,P2846,33,Custom Shape,,NA,3,11,#N/A,Magnets,Preco
3.1051,3.17,P2847,P2847,15,Weed Leaf with Strains shape,,NA,3,5,#N/A,Magnets,Preco
4.75,8.5,P2848,P2848,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
11,2.5,P2849,P2849,6,Rectangle,,Square,1,6,https://media.magnetguys.com/diecut_proof/D__P2849__11-x-2.5_P2849_Square-corner.jpg,Magnets,Preco
7.9977,4.8,P2850,P2850,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
2.7446,3.6203,P2851,P2851,12,Custom Shape,,NA,2,6,#N/A,Magnets,Preco
1.7321,1.5,P2852,P2852,90,Custom Shape - Triangle,,NA,9,10,#N/A,Magnets,Preco
1,1,P2853,P2853,135,Rectangle,,Square,9,15,#N/A,Magnets,Preco
4,4.8221,P2854,P2854,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4,2.12,P2855,P2855,20,Custom Shape - Motorcycle,,NA,5,4,#N/A,Magnets,Preco
6,11.5,P2856,P2856,1,Rectangle,,Square,1,1,#N/A,Magnets,Preco
3.375,4,P2857,P2857,12,Custom Heart Shape,,NA,3,4,#N/A,Magnets,Preco
4.25,2.5,P2858,P2858,16,Rectangle,,Round,4,4,https://media.magnetguys.com/diecut_proof/D__P2858__4.25-x-2.5_P2858_Round-corner.jpg,Magnets,Preco
3.5,2,P2859,P2859,24,Custom Shape,,NA,3,8,#N/A,Magnets,Preco
2.5,2,P2860,P2860,30,Rectangle,,Square,5,6,https://media.magnetguys.com/diecut_proof/D__P2860__2.5-x-2_P2860_Square-corner.jpg,Magnets,Preco
4.5,1.79,P2861,P2861,15,Septic Tank Truck Shape,,NA,5,3,#N/A,Magnets,Preco
4.9015,3.8991,P2862,P2862,12,Custom Shape - Heart,,NA,3,4,#N/A,Magnets,Preco
2,1.06,P2863,P2863,64,Rectangle,,Round,8,8,#N/A,Magnets,Preco
6.2309,5.1866,P2864,P2864,4,Custom Shape,,Custom Shape,2,2,#N/A,Magnets,Preco
5.5253,7.5629,P2865,P2865,3,Custom Shape,,Custom Shape,1,3,#N/A,Magnets,Preco
3,1.37,P2866,P2866,35,Oval Shape,Oval,NA,7,5,#N/A,Magnets,Preco
4.247,6,P2867,P2867,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.7495,4.8,P2868,P2868,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4,2,P2869,P2869,20,Custom Shape - Truck,,NA,5,4,#N/A,Magnets,Preco
6.25,6,P2870,P2870,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
2.2447,3.0676,P2871,P2871,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
2.3352,2.9669,P2872,P2872,21,Custom Shape,,NA,3,7,#N/A,Magnets,Preco
5,2,P2873,P2873,16,Custom Shape - Bandage,,NA,2,8,#N/A,Magnets,Preco
6,1.0995,P2874,P2874,24,Custom magnets direct Logo,,NA,8,3,#N/A,Magnets,Preco
2.25,1.75,P2875,P2875,32,Newspaper Shape,,NA,4,8,#N/A,Magnets,Preco
3.9386,4.5622,P2876,P2876,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
6.75,10.5,P2877,P2877,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
5,5,P2878,P2878,6,Custom Kiss cut,,Square,2,3,#N/A,Magnets,Preco
5.3045,5.5,P2879,P2879,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
6.1222,4.4799,P2880,P2880,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.8722,4.6219,P2881,P2881,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.54,2.36,P2882,P2882,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
3.25,3.25,P2883,P2883,15,Custom Shape - PAW,,NA,3,5,#N/A,Magnets,Preco
3.8867,4.3,P2884,P2884,16,Custom Shape - Butterfly,,NA,4,4,#N/A,Magnets,Preco
3.34,4.79,P2885,P2885,9,Custom Kiss cut,,NA,3,3,#N/A,Magnets,Preco
4.3959,4.0876,P2886,P2886,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4.074,4.5,P2887,P2887,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
5.5031,5.4982,P2888,P2888,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.9196,3.3709,P2889,P2889,12,Heart Shape,,NA,3,4,#N/A,Magnets,Preco
3.2,2,P2890,P2890,25,Custom Shape - Rectangle,,Round,5,5,#N/A,Magnets,Preco
11,4.75,P2891,P2891,3,Custom Shape - Rectangle,,Round,1,3,#N/A,Magnets,Preco
4.9,3.6711,P2892,P2892,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4.796,4.9048,P2893,P2893,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.625,2.625,P2894,P2894,16,Rectangle,,Square,4,4,https://media.magnetguys.com/diecut_proof/D__P2894__3.625-x-2.625_P2894_Square-corner.jpg,Magnets,Preco
3.082,6.3861,P2895,P2895,6,Custom Shape - Bottle,,NA,3,2,#N/A,Magnets,Preco
2.25,3.66,P2896,P2896,20,Nevada,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P2896__2.25-x-3.66_P2896_CMD23082919_Nevada.jpg,Magnets,Preco
3.4,1.6933,P2897,P2897,27,Custom Shape,,NA,3,9,#N/A,Magnets,Preco
9,2.25,P2898,P2898,8,Rectangle,,Round,4,2,https://media.magnetguys.com/diecut_proof/D__P2898__9-x-2.25_P2898_Round-Corner.jpg,Magnets,Preco
3.0567,5.1567,P2899,P2899,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
3.3528,5.5,P2900,P2900,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
4.372,2 .0299,P2901,P2901,16,Custom Shape - Van,,NA,4,4,#N/A,Magnets,Preco
4,5.75,P2902,P2902,6,Custom Shape,,NA,3,2,#N/A,Magnets,Preco
4.25,3.6,P2903,P2903,8,Telephone Shape,,NA,4,2,#N/A,Magnets,Preco
3,2.4616,P2904,P2904,20,,,NA,4,5,#N/A,Magnets,Preco
8,10,P2905,P2905,2,Custom Shape - Kiss Cut Paw,,Round,1,2,#N/A,Magnets,Preco
6,5.625,P2906,P2906,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
6.749,3,P2907,P2907,4,Custom Shape - Van,,NA,2,2,#N/A,Magnets,Preco
6.61,6.1,P2908,P2908,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
4,8.5,P2909,P2909,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
4.05,3.8806,P2910,P2910,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
3,2,P2911,P2911,24,Custom Shape - Camera,,NA,12,2,#N/A,Magnets,Preco
4.2,2.3444,P2912,P2912,14,Custom Shape - Dog,,NA,2,7,#N/A,Magnets,Preco
4.5,5,P2913,P2913,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.251,4.5,P2914,P2914,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.1187,3.1252,P2915,P2915,15,Rectangle Bear Shaped,,NA,3,5,#N/A,Magnets,Preco
3.25,9.75,P2916,P2916,5,Rectangle,,Square,1,5,https://media.magnetguys.com/diecut_proof/D__P2916__3.25-x-9.75_P2916_Square-corner.jpg,Magnets,Preco
3.25,2.5,P2917,P2917,25,The state of WU Shape,,NA,5,5,#N/A,Magnets,Preco
2.7904,3.57,P2918,P2918,16,Custom Shape - Toilet,,NA,4,4,#N/A,Magnets,Preco
5.81,4.74,P2919,P2919,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.0532,5,P2920,P2920,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
3.8908,3.5811,P2921,P2921,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
5.25,6.25,P2922,P2922,4,Custom Shape - Kiss Cut,,NA,2,2,#N/A,Magnets,Preco
3.1409,3.8,P2923,P2923,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
3,3,P2924,P2924,15,Beach,Shaped,NA,3,5,#N/A,Magnets,Preco
6.4,4.4,P2925,P2925,6,Rectangle,Square,Square,3,2,#N/A,Magnets,Preco
6,8,P2926,P2926,3,Custom Shape - House,,NA,1,3,#N/A,Magnets,Preco
3.9457,3.8598,P2927,P2927,12,Custom Shape - Shirt,,NA,3,4,#N/A,Magnets,Preco
4.2656,1.8391,P2928,P2928,20,Custom Shape - Truck,,NA,10,2,#N/A,Magnets,Preco
3.2844,1.5154,P2929,P2929,30,Custom Shape - Car,,NA,15,2,#N/A,Magnets,Preco
6,8,P2930,P2930,3,Picture frame,Picture Frame,Square,1,3,#N/A,Magnets,Preco
4.5337,1.9653,P2931,P2931,16,Custom Shape - Delivery Truck,,NA,8,2,#N/A,Magnets,Preco
1.75,11.875,P2932,P2932,5,Rectangle,,Square,5,1,#N/A,Magnets,Preco
3.5,5.75,P2933,P2933,9,Rectangle,,Round,3,3,#N/A,Magnets,Preco
7,5,P2934,P2934,4,Custom Shape - Picture frame,Picture Frame,Round,2,2,#N/A,Magnets,Preco
3.5,4,P2935,P2935,12,Custom Shape - Shield,,NA,6,2,#N/A,Magnets,Preco
4.5,9.25,P2936,P2936,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
9.5,5.5,P2937,P2937,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
4.7,1.69,P2938,P2938,20,Custom Shape,,NA,10,2,#N/A,Magnets,Preco
2.2601,2.6144,P2939,P2939,24,Custom Shape,,NA,12,2,#N/A,Magnets,Preco
5.12,2.28,P2940,P2940,15,Custom Shape - Car,,NA,5,3,#N/A,Magnets,Preco
3.0487,2.5371,P2941,P2941,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
4.3574,2.039,P2942,P2942,20,Propane Tank Shape,,NA,5,4,#N/A,Magnets,Preco
2.4116,3.4971,P2943,P2943,20,Water Drop Shape,,NA,4,5,#N/A,Magnets,Preco
6,3,P2944,P2944,9,TMG logo,,NA,3,3,#N/A,Magnets,Preco
3.25,3.6865,P2945,P2945,12,Shield Shape,,NA,6,2,#N/A,Magnets,Preco
5.3787,3.9943,P2946,P2946,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
3,5,P2947,P2947,10,Ambulance Shape,,NA,2,5,#N/A,Magnets,Preco
2.37,3.5,P2948,P2948,20,Paint Brush,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P2948__2.37-x-3.5_P2948_Paint-Brush.jpg,Magnets,Preco
8,7,P2949,P2949,2,Kisscut,,NA,1,2,#N/A,Magnets,Preco
9.25,5.75,P2950,P2950,3,Kisscut,,NA,1,3,#N/A,Magnets,Preco
3.99,1.768,P2951,P2951,20,Custom Shape - Pump Truck,,NA,5,4,#N/A,Magnets,Preco
3,3.5,P2952,P2952,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
3.0454,3.1906,P2953,P2953,15,Custom Cup Shape,,,3,5,#N/A,Magnets,Preco
8.098,6.75,P2954,P2954,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
2.75,3.5,P2955,P2955,18,Custom Shape - Ribbon,,NA,3,6,#N/A,Magnets,Preco
4.9,2.373,P2956,P2956,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
3.5,7.25,P2957,P2957,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
3.5,3.5,P2958,P2958,12,Custom Shape - Circle Top_Round Corners,Die Cut,NA,6,2,#N/A,Magnets,Preco
4,4.5,P2959,P2959,6,Custom Shape - Shield,,NA,2,3,#N/A,Magnets,Preco
5.255,5.95,P2960,P2960,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
6.222,8,P2961,P2961,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
4.6224,2.3465,P2962,P2962,12,Van Shape,,NA,4,3,#N/A,Magnets,Preco
1.9014,2.473,P2963,P2963,32,Cougar Head Shape,,NA,4,8,#N/A,Magnets,Preco
6,2.7254,P2964,P2964,9,Custom Shape - DNA,,NA,3,3,#N/A,Magnets,Preco
10.76,0.9311,P2965,P2965,12,Kisscut,,NA,1,12,#N/A,Magnets,Preco
5,2.3101,P2966,P2966,12,Van Shape,,NA,4,3,#N/A,Magnets,Preco
2.9934,2.9926,P2967,P2967,15,Custom Shape,,NA,3,5,#N/A,Magnets,Preco
3.5,4.1231,P2968,P2968,12,Shield Shape,,NA,3,4,#N/A,Magnets,Preco
5.125,2.25,P2969,P2969,12,SUV Shape,,NA,4,3,#N/A,Magnets,Preco
4.25,5.75,P2970,P2970,6,Rectangle,,Round,2,3,#N/A,Magnets,Preco
4.1,1.6191,P2971,P2971,20,Custom Shape - Police Car,,NA,10,2,#N/A,Magnets,Preco
3.788,1.57,P2972,P2972,24,Custom Shape - SUV,,NA,6,4,#N/A,Magnets,Preco
3.9491,4.0199,P2973,P2973,8,Jackets Shape,,NA,2,4,#N/A,Magnets,Preco
7.4317,3.2695,P2974,P2974,6,Custom Shape,,NA,3,2,#N/A,Magnets,Preco
4.0626,1.4343,P2975,P2975,28,Custom Shape,,NA,7,4,#N/A,Magnets,Preco
6,6,P2976,P2976,3,Paw Shape,,NA,1,3,#N/A,Magnets,Preco
6.4151,6.3817,P2977,P2977,2,Octagon Shape,,NA,1,2,#N/A,Magnets,Preco
3.2,3.8,P2978,P2978,12,Custom Puzzle Shape,,NA,6,2,#N/A,Magnets,Preco
7.0132,4.7709,P2979,P2979,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
6,4,P2980,P2980,6,Awareness Ribbon,,NA,2,3,#N/A,Magnets,Preco
2.9859,1.5641,P2981,P2981,30,Custom Shape,,NA,6,5,#N/A,Magnets,Preco
2.285,3.5,P2982,P2982,20,Custom Shape,,NA,4,5,#N/A,Magnets,Preco
6.38,2.48,P2983,P2983,8,Custom Shape_SUV,,NA,4,2,#N/A,Magnets,Preco
2.5618,2.2955,P2984,P2984,28,Custom Shape,,NA,4,7,#N/A,Magnets,Preco
2.75,3.5,P2985,P2985,18,Rectangle,,Round,3,6,https://media.magnetguys.com/diecut_proof/D__P2985__2.75-x-3.5_P2985_Round-corner.jpg,Magnets,Preco
1.83,2.7164,P2986,P2986,30,Hand Shape,,NA,5,6,#N/A,Magnets,Preco
4.99,2.58,P2987,P2987,12,Custom Shape,,NA,2,6,#N/A,Magnets,Preco
5.2338,2.2269,P2988,P2988,12,Van Shape,,NA,4,3,#N/A,Magnets,Preco
3,3,P2989,P2989,15,Custom Shirt Shape,,NA,3,5,#N/A,Magnets,Preco
3,2,P2990,P2990,25,Pig Shape,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P2990__3-x-2_P2990_CMD24030805_Pig-Shaped.jpg,Magnets,Preco
5,7,P2991,P2991,4,Custom window shape,,NA,2,2,#N/A,Magnets,Preco
5.5757,2.75,P2992,P2992,12,Custom Key shape,,NA,4,3,#N/A,Magnets,Preco
3.2814,4,P2993,P2993,16,San Diego - California,,NA,4,4,https://media.magnetguys.com/diecut_proof/D__P2993__3.2814-x-4_P2993_TMG24031126A_San-Diego---California.jpg,Magnets,Preco
4.023,4,P2994,P2994,16,Florida,,NA,4,4,#N/A,Magnets,Preco
2.967,4,P2995,P2995,12,Vegas,,NA,3,4,#N/A,Magnets,Preco
3.829,4,P2996,P2996,12,Texas,,NA,3,4,#N/A,Magnets,Preco
3.0585,7.6802,P2997,P2997,6,Bottle shape,,NA,3,2,#N/A,Magnets,Preco
2.46,2.76,P2998,P2998,24,Custom Shape,,NA,12,2,#N/A,Magnets,Preco
3.5209,1.8855,P2999,P2999,24,Custom Shape_Truck,,NA,12,2,#N/A,Magnets,Preco
4.94,2,P3000,P3000,15,Custom Shape - Car,,NA,5,3,#N/A,Magnets,Preco
4.87,1.52,P3001,P3001,21,Syringe Shape,,NA,7,3,#N/A,Magnets,Preco
3.9202,4.7922,P3002,P3002,8,Aeroplane,,NA,4,2,#N/A,Magnets,Preco
3.5596,1.9076,P3003,P3003,20,Custom Shape,,NA,10,2,#N/A,Magnets,Preco
7,5,P3004,P3004,4,Picture Frame,Picture Frame,NA,2,2,#N/A,Magnets,Preco
5,2,P3005,P3005,15,Lobster Shape,,NA,5,3,#N/A,Magnets,Preco
2,3.5,P3006,P3006,20,Pop Can Shape,,NA,5,4,https://media.magnetguys.com/diecut_proof/D__P3006__3.5-x-2_P3006_CMD24040325_Pop-Can-Shape.jpg,Magnets,Preco
3.3754,4.125,P3007,P3007,12,Dryer Shape,,NA,3,4,#N/A,Magnets,Preco
5.1456,5.3691,P3008,P3008,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.9265,8.3303,P3009,P3009,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
11.5,3,P3010,P3010,3,Rectangle,,Round,3,1,#N/A,Magnets,Preco
3.015,3.7547,P3011,P3011,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4,3.8633,P3012,P3012,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4.749,2.0327,P3013,P3013,16,Custom Shape,,NA,8,2,#N/A,Magnets,Preco
5.22,5.27,P3014,P3014,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
4.7,2.4,P3015,P3015,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
7.5,2.3,P3016,P3016,8,Rectangle,,Square,4,2,https://media.magnetguys.com/diecut_proof/D__P3016__2.3-x-7.5_P3016_Square-corner.jpg,Magnets,Preco
3.8045,8,P3017,P3017,4,House Shape,,NA,1,4,#N/A,Magnets,Preco
10,8.2366,P3018,P3018,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
4.4,4.46,P3019,P3019,9,Custom Shape - Triangle,,NA,3,3,#N/A,Magnets,Preco
3.625,3.625,P3020,P3020,9,Circle,Circle,NA,3,3,#N/A,Magnets,Preco
4.1706,4.2789,P3021,P3021,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
6,5.5,P3022,P3022,6,Bee Shape,,NA,2,3,#N/A,Magnets,Preco
3.6046,3.9634,P3023,P3023,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
5,5,P3024,P3024,6,Picture Frame - Circle,Picture Frame,Circle,2,3,#N/A,Magnets,Preco
2.5,5.25,P3025,P3025,12,Truck Shape,Shaped,NA,4,3,#N/A,Magnets,Preco
3.55,4.48,P3026,P3026,10,Picture Frame - Circle,Picture Frame,Round,2,5,#N/A,Magnets,Preco
4.599,1.8821,P3027,P3027,16,SUV - Sheriff,,NA,2,8,#N/A,Magnets,Preco
4.5999,2.0187,P3028,P3028,16,SUV - Sheriff_Right,,NA,2,8,#N/A,Magnets,Preco
4.873,2.0255,P3029,P3029,15,Truck,,NA,5,3,#N/A,Magnets,Preco
11,3,P3030,P3030,5,Rectangle,,Round,1,5,#N/A,Magnets,Preco
3.5,4.25,P3031,P3031,12,Picture Frame - Tooth,Picture Frame,Round,3,4,#N/A,Magnets,Preco
5,2.9796,P3032,P3032,10,Custom Shape,,NA,2,5,#N/A,Magnets,Preco
3,4,P3033,P3033,12,Custom Shape_Kiss-Cut,,Square,6,2,#N/A,Magnets,Preco
6.25,6.25,P3034,P3034,2,Circle,Circle,NA,1,2,#N/A,Magnets,Preco
4.55,2.5275,P3035,P3035,12,Wrench Shape,,NA,4,3,#N/A,Magnets,Preco
4.65,3.7679,P3036,P3036,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
